,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
43,1,2,15,1,2,1,2,2,3,3,3,2,1,1,0,1,1,2,2,1,1,1,2,5,4,1,1,1,1,0,9,10,10
44,1,1,16,1,1,1,2,2,4,5,3,2,2,2,1,1,2,2,1,1,1,1,2,4,3,3,2,2,5,14,10,11,11
45,1,1,15,1,1,2,4,3,4,4,3,1,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,4,10,11,11
46,1,1,16,1,1,2,3,3,4,3,1,1,1,2,0,2,1,2,2,1,1,1,2,2,3,5,1,4,3,6,13,12,13
47,1,2,16,1,2,1,4,3,2,3,2,1,1,4,0,2,2,2,1,1,1,1,2,4,2,2,1,1,2,2,17,17,17
48,1,2,15,1,2,1,4,2,1,4,1,1,1,2,0,2,1,2,2,1,1,2,2,4,3,3,2,2,5,4,11,12,13
49,1,1,15,1,2,1,4,4,3,1,4,2,1,2,0,1,1,2,1,2,1,1,2,4,4,4,1,1,3,2,13,12,12
50,1,1,16,1,1,1,2,2,3,3,3,1,3,2,0,2,1,2,2,1,1,1,2,4,3,3,2,3,4,0,14,13,13
51,1,1,15,1,1,1,4,2,2,4,4,1,1,2,0,2,1,2,2,1,1,1,2,4,3,3,1,1,5,0,16,14,16
52,1,2,15,1,1,2,4,2,2,2,4,2,2,1,0,2,2,2,2,1,1,2,2,5,5,5,3,4,5,4,10,9,9
53,1,1,15,1,2,1,4,4,3,3,3,1,1,1,0,1,1,2,2,1,1,1,2,3,3,4,2,3,5,0,13,12,12
54,1,1,15,1,1,2,3,3,4,4,4,1,1,1,0,2,2,2,2,1,1,1,2,5,3,4,4,4,1,0,13,12,13
55,1,1,16,1,2,2,2,1,4,4,4,1,1,2,0,2,2,2,1,1,1,1,1,5,3,4,1,1,2,2,12,13,12
56,1,1,15,1,2,2,4,3,3,3,2,1,1,2,0,2,1,2,1,1,1,1,2,4,3,2,1,1,1,0,15,14,15
57,1,2,15,1,2,1,4,4,1,2,2,1,1,2,0,2,1,2,1,1,1,2,2,3,2,2,1,1,5,8,15,15,16
58,1,2,15,1,1,1,1,2,4,5,1,2,1,2,0,1,1,2,1,1,1,1,2,4,3,2,1,1,5,0,14,13,14
59,1,1,16,1,2,1,4,2,3,4,3,1,1,2,0,2,1,1,2,1,1,1,2,4,2,3,1,1,5,2,16,15,16
60,1,1,16,2,2,1,4,4,2,1,4,1,1,2,0,2,1,2,1,1,1,2,2,2,4,4,2,3,4,0,17,16,16
61,1,1,16,1,2,1,1,1,3,3,3,2,4,1,0,1,1,2,1,2,1,1,1,5,5,5,5,5,5,0,10,10,16
62,1,1,16,1,1,1,1,2,4,3,2,2,1,2,0,1,2,2,1,1,1,1,2,4,4,3,1,1,1,0,13,13,10
63,1,1,16,1,2,1,4,3,1,2,1,1,1,3,0,1,1,2,1,1,1,1,2,3,4,4,2,4,4,0,14,13,13
64,1,1,15,1,1,1,4,3,3,3,2,2,1,2,0,1,2,2,1,1,1,1,1,4,4,4,2,4,2,0,13,12,12
65,1,1,16,1,1,1,4,3,1,3,3,1,3,2,0,2,1,2,1,1,1,1,2,5,4,3,1,2,1,2,16,15,16
66,1,2,15,1,2,2,4,4,4,3,2,1,1,4,0,2,1,2,1,2,1,1,1,1,3,3,5,5,3,0,11,12,12
67,1,1,16,1,2,1,3,1,3,4,3,1,1,4,0,1,1,2,2,1,1,1,2,4,3,3,1,2,5,0,10,9,10
68,1,1,15,2,1,1,2,2,2,3,2,1,2,2,0,1,1,2,2,1,1,1,2,4,1,3,1,3,4,0,11,10,11
69,1,1,15,2,1,1,3,1,4,4,2,2,2,4,0,2,1,2,2,2,1,1,2,4,4,2,2,3,3,6,15,15,15
70,1,2,16,1,2,1,3,1,4,4,2,2,2,4,0,2,1,2,2,1,1,1,2,4,3,2,1,1,5,2,13,11,11
71,1,2,15,1,2,1,4,2,4,4,3,1,1,4,0,2,2,2,2,1,1,1,2,3,3,3,1,1,3,0,11,9,10
72,1,1,15,2,2,1,1,1,4,4,2,1,1,2,0,1,1,2,2,2,1,1,1,3,3,4,2,4,5,2,13,11,11
73,1,2,16,1,2,1,3,1,4,4,2,1,1,1,0,2,2,2,1,1,1,2,2,5,3,2,2,2,5,0,13,13,14
74,1,1,16,1,2,1,3,3,4,3,1,1,1,2,0,1,1,2,1,1,1,1,2,4,3,3,2,4,5,4,11,11,11
75,1,2,15,1,2,1,4,3,1,4,1,1,1,2,0,2,1,2,1,1,1,1,2,4,3,3,2,3,5,0,11,11,11
76,1,2,15,1,2,1,4,0,1,4,3,1,2,4,0,2,2,2,1,1,1,1,2,3,4,3,1,1,1,0,12,11,11
77,1,1,16,1,2,1,2,2,4,4,2,1,1,4,0,2,2,2,2,1,1,1,1,5,2,3,1,3,3,1,13,13,13
78,1,2,17,1,2,1,2,1,4,4,1,1,2,1,3,1,1,2,1,1,2,1,2,4,5,1,1,1,3,0,9,9,10
79,1,1,16,1,2,1,3,4,5,4,3,1,1,2,0,2,1,2,2,1,1,1,2,2,4,3,1,2,3,14,12,11,11
80,1,2,15,1,2,1,2,3,4,3,3,2,1,1,0,1,1,2,1,2,1,1,1,3,2,2,1,3,3,0,11,11,12
81,1,2,15,1,2,1,2,3,4,4,1,1,1,3,0,1,2,2,2,2,1,1,2,5,3,2,1,2,5,2,10,9,9
82,1,1,15,1,1,1,3,2,3,4,2,1,1,2,0,2,1,2,2,1,1,1,2,4,4,4,1,1,5,4,12,11,11
83,1,2,15,1,1,1,2,2,3,3,1,1,2,2,0,2,2,1,1,1,1,1,2,5,3,3,1,3,4,2,13,12,13
84,1,1,15,1,2,1,1,1,4,4,1,2,1,2,0,2,1,2,1,2,1,1,2,4,3,2,2,3,4,2,13,12,12
85,1,1,15,1,2,1,4,4,3,3,2,2,2,2,0,2,2,2,2,1,1,1,1,4,4,4,2,3,5,4,12,11,12
86,1,1,16,1,1,1,2,2,5,4,3,1,1,2,0,2,1,2,2,1,1,2,2,4,3,4,1,2,2,6,13,11,11
87,1,1,15,1,2,1,4,2,4,4,2,1,1,3,0,2,1,2,1,1,1,1,2,5,3,3,1,3,1,4,15,15,15
88,1,2,16,1,2,1,2,2,3,4,2,2,2,2,0,2,2,2,1,2,1,1,2,4,4,2,1,1,3,6,12,10,11
89,1,2,16,1,1,2,4,4,1,2,2,1,1,2,0,2,1,2,2,1,1,2,2,4,1,3,3,5,5,6,9,9,10
90,1,1,16,1,2,1,3,3,4,4,1,1,1,3,0,2,1,2,2,1,1,1,1,4,3,3,1,3,4,2,9,11,11
91,1,1,15,1,2,1,4,3,3,4,2,1,1,1,0,2,2,2,1,1,1,1,2,4,5,5,1,3,1,6,14,13,13
92,1,1,16,1,1,1,3,1,4,4,1,2,1,2,0,1,1,2,2,1,1,2,2,3,3,3,2,3,2,0,12,13,12
93,1,1,16,1,2,1,4,2,1,3,1,1,2,2,0,2,1,2,1,1,1,1,2,5,3,3,1,1,1,2,13,14,14
94,1,2,15,1,1,1,2,2,3,2,2,1,1,4,0,2,1,2,1,1,1,1,2,4,3,4,1,1,4,2,11,12,12
95,1,1,15,2,2,1,1,1,5,4,1,1,2,4,0,1,1,1,1,1,1,1,2,3,1,2,1,1,1,4,13,13,13
96,1,2,16,2,2,1,4,3,3,4,2,1,2,1,0,1,1,1,1,2,1,1,2,3,3,3,1,1,4,6,9,11,11
97,1,1,16,1,2,1,2,1,4,4,3,1,1,2,0,2,1,2,2,1,1,2,1,4,3,5,1,1,5,0,13,12,12
98,1,1,16,1,2,1,4,4,4,4,2,1,1,1,0,2,2,2,1,2,1,1,2,5,3,4,1,2,1,4,12,13,13
99,1,1,16,1,2,1,4,3,4,5,3,1,1,3,0,1,1,2,2,1,1,1,2,5,3,5,1,1,3,2,12,13,13
100,1,2,16,1,2,1,4,4,3,3,4,1,1,1,0,1,1,2,1,1,1,1,2,4,5,5,5,5,4,12,9,9,8
101,1,2,16,1,2,1,4,4,3,1,4,2,1,3,0,2,1,2,1,1,1,1,1,4,4,3,1,1,4,0,16,16,16
102,1,2,15,1,2,1,4,4,3,4,3,1,1,1,0,2,1,1,1,2,1,1,2,5,3,3,1,1,5,2,12,13,12
103,1,1,15,1,2,1,3,2,3,4,1,1,2,2,0,1,1,2,2,1,1,1,2,4,3,5,1,1,2,16,11,10,10
104,1,2,15,1,2,2,3,4,3,4,3,1,1,2,0,2,1,2,1,1,1,1,2,5,4,4,1,1,1,0,16,16,16
105,1,1,15,1,2,2,3,3,4,2,2,2,1,4,0,1,2,2,2,1,1,2,2,4,3,3,1,1,4,10,10,10,10
106,1,1,15,1,2,1,2,2,4,4,3,1,1,4,0,1,1,2,2,1,1,1,2,5,1,2,1,1,3,4,10,10,10
107,1,2,16,1,2,1,3,3,3,4,1,2,1,3,0,2,1,2,1,1,1,1,2,5,3,3,1,1,5,4,13,14,14
108,1,2,15,2,2,1,4,4,4,4,1,2,4,4,0,2,1,2,1,1,1,1,1,1,3,5,3,5,1,8,12,10,11
109,1,1,16,1,1,1,4,4,2,2,4,1,1,3,0,2,1,2,1,1,1,1,1,5,4,5,1,1,4,2,15,15,14
110,1,2,15,1,1,2,4,4,1,1,3,1,1,1,0,2,2,2,1,1,1,1,2,5,5,3,1,1,4,4,13,14,14
111,1,1,16,2,2,1,3,3,3,4,2,2,1,3,0,1,1,2,1,1,1,1,2,4,1,2,1,1,2,4,11,11,11
112,1,1,16,1,2,1,2,2,5,4,1,1,1,2,1,1,2,2,1,1,1,1,2,3,1,2,1,1,5,12,8,10,10
113,1,2,15,1,1,1,4,2,1,4,3,1,1,1,0,2,2,2,2,1,1,1,2,3,5,2,1,1,3,10,18,17,18
114,1,2,15,2,2,1,2,1,2,3,2,1,1,2,0,2,2,2,1,1,1,1,1,5,4,2,1,1,5,4,10,9,10
115,1,2,16,1,2,1,4,4,1,1,3,2,1,2,0,2,1,2,1,1,1,1,2,5,4,4,1,2,5,6,16,14,14
116,1,2,15,1,2,1,4,4,4,1,2,2,2,2,0,2,1,2,1,1,1,2,2,4,4,3,1,1,2,4,16,15,16
117,1,2,16,1,2,1,3,3,4,3,1,2,2,1,0,2,2,2,1,1,1,1,2,5,4,2,1,1,5,6,14,14,15
118,1,2,17,2,2,1,1,3,4,4,3,2,3,2,1,2,1,2,1,1,1,1,2,5,2,4,1,4,5,14,12,11,11
119,1,2,15,1,2,1,3,4,4,4,2,2,1,1,0,2,2,2,2,1,1,1,2,3,4,3,1,2,4,2,14,13,14
120,1,1,15,1,2,1,1,2,5,3,3,1,1,2,0,2,2,2,2,2,1,1,2,3,2,3,1,2,1,0,14,14,14
121,1,2,15,1,2,1,2,2,3,3,1,2,1,4,0,2,1,2,1,1,1,1,2,5,5,4,1,2,5,6,14,13,13
122,1,1,16,1,1,1,2,4,4,2,3,2,2,2,0,2,1,2,1,1,1,1,1,4,2,2,1,2,5,2,14,12,13
123,1,2,16,1,2,1,4,4,2,4,3,1,1,1,0,2,1,2,1,1,1,1,2,3,4,4,1,4,5,4,12,13,13
124,1,1,16,1,2,1,2,2,4,4,1,1,1,2,0,2,2,2,2,1,1,1,1,5,4,4,1,1,5,0,12,11,11
125,1,2,15,1,2,1,3,4,3,3,1,2,1,1,0,1,2,2,2,1,1,1,2,5,5,5,3,2,5,2,9,9,9
126,1,1,15,1,1,2,3,4,4,4,1,1,1,2,0,1,2,2,1,1,1,1,1,5,3,2,1,1,1,0,10,11,11
127,1,1,19,1,2,1,0,1,5,4,3,4,1,2,2,2,1,2,2,2,2,2,2,3,4,2,1,1,5,0,9,10,11
128,1,2,16,2,2,1,4,4,1,1,3,1,1,1,0,2,2,2,1,1,1,1,2,3,5,5,2,5,4,8,14,14,15
129,1,2,16,1,2,1,2,3,4,4,3,1,2,3,0,2,1,2,2,2,1,1,1,3,2,3,2,2,1,4,13,12,13
130,1,1,15,2,2,1,3,4,3,1,3,2,2,3,0,2,1,2,2,1,1,1,1,4,2,2,2,2,5,0,10,11,12
131,1,1,18,1,2,1,2,1,3,4,2,1,1,2,3,2,1,2,1,1,2,1,1,5,4,5,1,3,5,10,10,9,8
132,1,1,17,1,1,2,2,1,4,4,3,1,3,1,0,2,1,2,2,1,1,1,2,3,2,2,1,2,5,8,11,10,11
133,1,1,15,1,2,1,1,1,5,4,3,1,3,1,0,2,1,2,1,2,1,1,1,4,3,3,1,2,4,6,11,12,13
134,1,1,17,1,1,1,2,2,4,4,3,2,1,1,0,2,1,2,2,1,1,1,1,3,4,4,1,3,5,2,13,12,12
135,1,1,16,1,2,2,3,4,3,4,3,2,1,1,0,2,2,2,2,1,1,1,2,3,2,1,1,4,5,12,15,13,14
136,1,2,16,1,2,1,2,1,5,4,3,1,4,1,0,2,2,2,2,1,1,2,2,3,2,1,1,1,2,4,9,9,11
137,1,1,16,1,2,2,2,2,4,4,1,1,1,1,1,2,2,2,2,1,1,2,2,5,3,4,1,1,5,12,13,11,11
138,1,2,15,2,2,1,3,4,5,1,3,1,4,2,0,2,1,2,2,1,1,2,1,5,3,3,1,1,5,2,12,11,11
139,1,1,15,1,2,1,4,4,3,5,3,1,1,3,0,2,1,2,1,1,1,1,1,4,3,3,1,1,5,4,13,14,15
140,1,2,17,2,2,1,3,4,5,4,3,1,3,2,0,2,2,2,2,1,1,2,2,5,4,5,2,4,5,2,10,9,10
141,1,1,16,2,2,1,1,1,5,4,3,1,4,2,0,2,1,2,2,1,1,2,2,5,1,3,1,1,3,0,14,13,13
142,1,2,18,1,1,1,3,1,3,3,3,1,2,1,0,2,2,2,1,1,1,1,1,3,3,4,4,5,4,2,11,11,12
143,1,1,18,1,2,2,3,2,4,3,3,4,1,3,0,2,1,2,1,2,1,1,1,4,3,3,5,1,5,10,12,11,11
144,1,1,16,2,2,1,1,1,4,3,2,1,2,1,0,2,1,2,1,1,1,2,1,3,3,3,1,2,1,8,12,11,11
145,1,1,16,1,2,2,3,3,4,4,3,4,2,1,0,2,1,2,1,2,1,1,1,4,3,2,1,1,5,4,9,9,10
146,1,2,16,1,1,1,1,1,3,4,3,1,1,2,2,2,2,2,2,1,1,2,1,4,4,4,1,3,5,0,10,10,10
147,1,1,15,1,2,1,4,4,1,1,3,1,2,1,0,2,2,2,1,1,1,1,2,4,3,2,1,1,5,6,13,14,14
148,1,1,15,2,2,1,1,1,4,4,3,1,3,1,1,2,2,2,1,1,1,1,1,5,5,5,1,1,1,2,8,9,9
149,1,2,15,1,2,1,4,3,1,3,3,2,2,4,0,1,1,2,2,1,1,1,2,2,2,2,1,1,3,6,9,11,11
150,1,1,15,1,2,2,3,3,3,3,1,1,1,2,0,2,2,2,2,2,1,2,1,1,3,2,2,3,1,24,9,8,9
151,1,2,16,1,2,1,4,4,3,3,3,1,1,3,0,2,1,2,1,1,1,1,2,5,3,3,1,3,5,0,15,13,13
152,1,2,16,1,1,1,2,2,3,3,2,2,2,1,0,2,1,2,1,1,1,1,2,2,3,3,2,2,2,4,12,11,11
153,1,1,15,1,2,1,4,4,1,3,3,1,1,3,0,2,1,2,1,1,1,1,2,4,2,2,1,1,5,2,13,13,13
154,1,1,16,1,1,1,1,1,5,5,3,1,1,1,0,2,2,2,2,1,1,1,2,3,4,4,3,3,1,4,10,11,11
155,1,2,17,1,2,1,2,1,4,4,1,1,1,1,0,2,1,2,2,1,1,1,2,5,4,5,1,2,5,22,9,7,6
156,1,1,15,1,2,1,1,1,4,3,3,2,1,2,0,2,1,2,2,1,1,1,2,4,4,2,1,2,5,0,12,12,12
157,1,1,15,1,1,2,2,1,5,4,1,1,2,1,0,2,1,2,1,1,2,1,1,4,4,2,1,1,5,0,11,10,10
158,1,1,15,1,2,1,3,2,2,3,1,2,1,2,1,2,1,2,2,1,1,1,2,3,3,2,1,1,3,2,11,11,11
159,1,1,15,1,2,1,1,2,5,4,3,1,1,2,0,2,1,2,2,2,1,1,2,4,3,2,1,1,5,6,13,12,13
160,1,1,15,1,2,1,1,2,5,3,3,2,1,2,0,2,2,2,2,2,1,2,1,2,3,4,2,4,1,6,11,11,11
161,1,2,16,1,2,1,4,4,1,1,3,1,1,1,0,2,1,2,2,1,2,1,1,3,3,2,2,1,5,16,9,9,8
162,1,2,15,1,1,2,2,1,3,4,3,1,4,1,0,2,2,2,2,1,1,1,2,4,5,5,2,5,5,0,12,11,11
163,1,2,18,1,1,1,1,1,4,4,3,1,1,1,2,2,2,2,2,1,2,1,1,2,3,5,2,5,4,0,11,9,0
164,1,2,16,1,1,1,2,1,5,4,3,1,1,1,1,2,2,2,1,1,1,2,1,4,4,4,3,5,5,6,9,10,10
165,1,1,15,2,2,1,3,3,3,3,2,4,2,3,0,2,1,1,1,1,1,1,1,4,2,1,2,3,3,2,13,13,13
166,1,2,19,1,2,1,3,2,3,5,1,1,1,1,0,2,1,2,2,1,2,1,1,4,5,4,1,1,4,6,11,9,11
167,1,1,17,1,2,1,4,4,4,1,3,1,1,1,0,1,1,2,2,1,1,2,1,4,2,1,1,1,4,0,13,13,13
168,1,2,15,2,2,1,2,3,5,3,3,1,1,2,0,1,2,1,1,1,1,2,2,4,4,4,1,1,1,0,7,8,8
169,1,2,17,2,1,1,1,2,4,4,2,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2,3,3,5,14,9,8,10
170,1,1,18,2,2,1,1,1,5,4,3,1,3,1,3,2,1,2,1,2,1,2,2,5,2,5,1,5,4,6,11,10,11
171,1,2,16,2,2,1,2,2,5,4,3,1,3,1,0,2,2,2,2,2,1,2,2,4,2,2,1,2,3,4,12,10,11
172,1,2,16,1,2,1,3,3,4,3,3,2,1,2,1,2,1,2,2,1,1,1,1,4,5,5,4,4,5,0,10,10,1
173,1,2,16,1,1,1,1,2,2,3,3,1,2,1,2,2,2,2,2,2,1,1,2,4,4,5,3,5,5,0,9,8,10
174,1,2,17,2,1,1,2,1,5,4,3,1,2,1,1,2,2,1,1,1,2,1,1,3,3,2,2,2,5,8,8,8,9
175,1,2,17,2,2,1,3,2,4,4,3,1,2,2,2,1,1,2,2,1,1,1,1,4,4,4,1,4,3,4,7,6,8
176,1,2,15,1,1,1,1,2,4,4,3,1,2,1,0,2,2,2,1,1,1,2,2,4,4,4,2,4,5,2,8,9,10
177,1,2,16,1,2,1,1,3,5,3,3,2,1,1,1,2,2,2,2,1,2,1,2,5,3,3,1,4,2,2,9,8,8
178,1,2,17,2,1,1,1,1,4,3,3,1,4,2,0,2,2,2,1,1,2,2,1,5,3,5,1,5,5,0,8,8,8
179,1,2,17,1,2,1,3,2,3,3,3,1,2,1,3,2,1,2,1,2,2,2,2,4,5,2,1,1,2,10,8,7,8
180,1,2,16,1,2,1,2,2,4,4,3,2,1,2,0,2,2,2,2,1,2,1,2,4,3,5,2,4,4,0,9,10,11
181,1,1,16,1,2,1,4,2,2,3,1,2,1,2,0,2,2,2,2,1,1,1,1,4,2,3,1,1,3,0,17,17,18
182,1,1,16,1,2,1,2,2,4,4,1,1,1,2,0,2,1,2,2,2,1,1,2,5,1,5,1,1,4,0,12,12,13
183,1,1,16,1,2,1,4,4,2,2,2,1,1,2,0,2,1,2,2,1,1,1,1,4,4,2,1,1,3,0,16,16,17
184,1,2,16,1,2,1,3,4,4,4,3,2,3,1,1,2,1,2,1,2,1,1,2,3,4,5,2,4,2,4,9,9,10
185,1,2,16,1,2,1,1,0,4,4,2,1,2,2,0,2,1,2,1,1,1,1,1,4,3,2,1,1,3,0,16,17,18
186,1,2,17,1,1,1,4,4,1,4,2,1,1,2,0,2,1,2,1,1,1,1,2,4,4,4,1,3,5,0,11,9,10
187,1,1,16,1,2,1,1,3,5,3,1,1,1,2,0,2,2,2,1,2,1,1,1,4,3,5,1,1,3,0,14,13,13
188,1,1,16,1,1,1,3,3,4,4,2,1,2,2,0,2,1,2,1,1,1,1,2,4,4,5,1,1,4,0,14,14,15
189,1,2,17,1,1,1,4,3,1,4,3,1,2,2,0,2,2,2,1,1,1,1,2,4,4,4,4,4,4,0,10,11,11
190,1,1,16,1,2,1,2,2,3,4,2,1,2,2,0,2,2,2,1,2,1,1,2,3,4,4,1,4,5,0,13,12,14
191,1,2,17,1,2,1,3,3,4,4,2,2,1,2,0,2,2,2,1,2,1,1,2,4,3,4,1,4,4,4,11,9,10
192,1,2,16,2,2,1,4,2,1,3,4,1,1,1,0,2,1,2,1,1,1,1,1,4,3,3,3,4,3,8,10,9,11
193,1,2,17,1,2,1,4,3,4,4,3,1,1,2,0,2,1,1,1,1,1,1,1,5,2,3,1,1,2,4,11,11,13
194,1,2,16,1,2,1,4,3,1,4,1,1,1,2,0,2,1,1,1,1,1,1,2,3,4,3,2,3,3,4,11,10,11
195,1,2,16,1,2,1,3,3,3,4,1,1,1,2,0,2,2,2,1,1,1,1,1,4,2,3,1,2,3,0,11,12,13
196,1,1,17,1,2,1,2,4,3,3,2,2,1,2,0,2,1,2,1,1,1,2,2,5,4,2,2,3,5,0,17,18,17
197,1,1,17,1,1,1,3,3,4,4,2,1,1,2,0,2,1,2,1,1,1,1,1,5,3,3,2,3,1,32,14,13,14
198,1,1,16,1,2,1,3,2,4,4,2,1,1,2,0,2,1,2,2,1,1,1,2,1,2,2,1,2,1,8,14,15,16
199,1,2,17,1,2,1,3,3,3,3,4,1,1,2,0,2,1,2,1,1,1,1,1,4,3,4,2,3,4,6,11,13,14
200,1,2,16,1,2,1,1,2,3,3,4,1,1,1,0,2,1,2,1,1,1,1,1,3,3,3,1,2,3,0,10,9,11
201,1,2,16,1,1,1,2,1,4,4,3,1,1,2,0,2,2,2,1,1,1,1,1,4,2,3,1,2,5,0,13,14,16
202,1,1,17,1,2,2,3,3,2,4,2,1,1,2,0,2,1,2,2,2,1,1,1,3,3,3,1,3,3,10,12,13,14
